คำ	นับวรรค	ไม่นับวรรค	พยัญชนะ	สระ	วรรณยุกต์	การันต์
หัวโต	5	5	3	2	0	0
หัวใจ	5	5	3	2	0	0
หัวใน	5	5	3	2	0	0
หัวใส	5	5	3	2	0	0
หัวไว	5	5	3	2	0	0
หัสดี	5	5	3	2	0	0
หัสตะ	5	5	3	2	0	0
หัสต์	5	5	3	1	0	1
หากิน	5	5	3	2	0	0
หางงอ	5	5	4	1	0	0
หางนม	5	5	4	1	0	0
หาตกะ	5	5	3	2	0	0
หายนะ	5	5	3	2	0	0
หายใจ	5	5	3	2	0	0
หาริน	5	5	3	2	0	0
หารือ	5	5	3	2	0	0
ห่าลง	5	5	3	1	1	0
หาลิท	5	5	3	2	0	0
หาสกะ	5	5	3	2	0	0
หาสยะ	5	5	3	2	0	0
หาสู่	5	5	2	2	1	0
หาไม่	5	5	2	2	1	0
หิงคุ	5	5	3	2	0	0
หิงสา	5	5	3	2	0	0
หิตกร	5	5	4	1	0	0
หิมวา	5	5	3	2	0	0
หิรัญ	5	5	3	2	0	0
หึงส-	5	5	3	1	0	0
หึงสา	5	5	3	2	0	0
หุบผา	5	5	3	2	0	0
หุยฮา	5	5	3	2	0	0
หุรัม	5	5	3	2	0	0
หูฉี่	5	5	2	2	1	0
หูชอง	5	5	4	1	0	0
หูชัน	5	5	3	2	0	0
หูดับ	5	5	3	2	0	0
หูตัน	5	5	3	2	0	0
หูตึง	5	5	3	2	0	0
หูตูบ	5	5	3	2	0	0
หูฝาด	5	5	3	2	0	0
หูยาน	5	5	3	2	0	0
หูรูด	5	5	3	2	0	0
หูลี่	5	5	2	2	1	0
หูหนู	5	5	3	2	0	0
หูเบา	5	5	2	3	0	0
หูแจว	5	5	3	2	0	0
หูแตก	5	5	3	2	0	0
หโยดม	5	5	4	1	0	0
เหง่ง	5	5	3	1	1	0
เหน่ง	5	5	3	1	1	0
เหน็บ	5	5	3	2	0	0
เหน่อ	5	5	3	1	1	0
เหนอะ	5	5	3	2	0	0
เหน้า	5	5	2	2	1	0
เหนือ	5	5	3	2	0	0
เหม่ง	5	5	3	1	1	0
เหม็น	5	5	3	2	0	0
เหม่อ	5	5	3	1	1	0
เหมาะ	5	5	2	3	0	0
เหยาะ	5	5	2	3	0	0
เหยิง	5	5	3	2	0	0
เหยเก	5	5	3	2	0	0
เหรอะ	5	5	3	2	0	0
เหล็ก	5	5	3	2	0	0
เหลิง	5	5	3	2	0	0
เหลือ	5	5	3	2	0	0
เหวอะ	5	5	3	2	0	0
เหะหะ	5	5	2	3	0	0
เหี้ย	5	5	2	2	1	0
เหียง	5	5	3	2	0	0
เหียน	5	5	3	2	0	0
เหื่อ	5	5	2	2	1	0
เหือด	5	5	3	2	0	0
แหกตา	5	5	3	2	0	0
แหง ๆ	5	4	2	1	0	0
แหน็ว	5	5	3	2	0	0
แหม่ม	5	5	3	1	1	0
แหล่ง	5	5	3	1	1	0
แหว่ง	5	5	3	1	1	0
แหะ ๆ	5	4	1	2	0	0
โหน่ง	5	5	3	1	1	0
โหม่ง	5	5	3	1	1	0
โหยหา	5	5	3	2	0	0
ให้สี	5	5	2	2	1	0
ให้หา	5	5	2	2	1	0
ไหซอง	5	5	4	1	0	0
ไหน ๆ	5	4	2	1	0	0
ไหนจะ	5	5	3	2	0	0
ไหว ๆ	5	4	2	1	0	0
ไหหลำ	5	5	3	2	0	0
อกกรม	5	5	5	0	0	0
อกรวบ	5	5	5	0	0	0
อกหัก	5	5	4	1	0	0
อกุศล	5	5	4	1	0	0
อกเลา	5	5	3	2	0	0
อกแตก	5	5	4	1	0	0
อกโรย	5	5	4	1	0	0
อกไก่	5	5	3	1	1	0
อคาร-	5	5	3	1	0	0
องอาจ	5	5	4	1	0	0
องุ่น	5	5	3	1	1	0
อจิร-	5	5	3	1	0	0
อจิระ	5	5	3	2	0	0
อชินี	5	5	3	2	0	0
อชิระ	5	5	3	2	0	0
อดออม	5	5	5	0	0	0
อดิถี	5	5	3	2	0	0
อดิศร	5	5	4	1	0	0
อดีต-	5	5	3	1	0	0
อธรรม	5	5	5	0	0	0
อธิก-	5	5	3	1	0	0
อธิคม	5	5	4	1	0	0
อธิป-	5	5	3	1	0	0
อนงค-	5	5	4	0	0	0
อนงค์	5	5	4	0	0	1
อนนต์	5	5	4	0	0	1
อนรรฆ	5	5	5	0	0	0
อนรรถ	5	5	5	0	0	0
อนวัช	5	5	4	1	0	0
อนัญ-	5	5	3	1	0	0
อนาคต	5	5	4	1	0	0
อนาถา	5	5	3	2	0	0
อนาทร	5	5	4	1	0	0
อนิจ-	5	5	3	1	0	0
อนิยต	5	5	4	1	0	0
อนิยม	5	5	4	1	0	0
อนิล-	5	5	3	1	0	0
อนิละ	5	5	3	2	0	0
อนีก-	5	5	3	1	0	0
อนีกะ	5	5	3	2	0	0
อนีจะ	5	5	3	2	0	0
อนึ่ง	5	5	3	1	1	0
อนุกร	5	5	4	1	0	0
อนุจร	5	5	4	1	0	0
อนุชน	5	5	4	1	0	0
อนุชา	5	5	3	2	0	0
อนุบท	5	5	4	1	0	0
อนุสร	5	5	4	1	0	0
อบอวล	5	5	5	0	0	0
อบาย-	5	5	3	1	0	0
อบเชย	5	5	4	1	0	0
อปการ	5	5	4	1	0	0
อปมาน	5	5	4	1	0	0
อปวาท	5	5	4	1	0	0
อปหาร	5	5	4	1	0	0
อปาจี	5	5	3	2	0	0
อปาน-	5	5	3	1	0	0
อภัพ-	5	5	3	1	0	0
อภัย-	5	5	3	1	0	0
อภิชน	5	5	4	1	0	0
อภูตะ	5	5	3	2	0	0
อมตบท	5	5	5	0	0	0
อมปาก	5	5	4	1	0	0
อมมือ	5	5	4	1	0	0
อมฤต-	5	5	4	1	0	0
อมัตร	5	5	4	1	0	0
อมิตร	5	5	4	1	0	0
อมเรศ	5	5	4	1	0	0
อมโรค	5	5	4	1	0	0
อย่าง	5	5	3	1	1	0
อรชุน	5	5	4	1	0	0
อรทัย	5	5	4	1	0	0
อรธาน	5	5	4	1	0	0
อรนุช	5	5	4	1	0	0
อรพิม	5	5	4	1	0	0
อรรณพ	5	5	5	0	0	0
อรรถ-	5	5	4	0	0	0
อรรธ-	5	5	4	0	0	0
อรสุม	5	5	4	1	0	0
อรหัง	5	5	4	1	0	0
อรหัต	5	5	4	1	0	0
อรหัน	5	5	4	1	0	0
อร่อย	5	5	4	0	1	0
อรัญ-	5	5	3	1	0	0
อราดี	5	5	3	2	0	0
อราติ	5	5	3	2	0	0
อร่าม	5	5	3	1	1	0
อริย-	5	5	3	1	0	0
อริยะ	5	5	3	2	0	0
อรุ่ม	5	5	3	1	1	0
อรูป-	5	5	3	1	0	0
อลงกต	5	5	5	0	0	0
อลเวง	5	5	4	1	0	0
อวกาศ	5	5	4	1	0	0
อวชัย	5	5	4	1	0	0
อวชาต	5	5	4	1	0	0
อวดดี	5	5	4	1	0	0
อวตาร	5	5	4	1	0	0
อวมอำ	5	5	4	1	0	0
อวยวะ	5	5	4	1	0	0
อวรรค	5	5	5	0	0	0
อวสาน	5	5	4	1	0	0
อวหาร	5	5	4	1	0	0
อวาจี	5	5	3	2	0	0
อวิจี	5	5	3	2	0	0
อวีจิ	5	5	3	2	0	0
อสัญ-	5	5	3	1	0	0
อสาธร	5	5	4	1	0	0
อสาธุ	5	5	3	2	0	0
อสิตะ	5	5	3	2	0	0
อสีติ	5	5	3	2	0	0
อสุจิ	5	5	3	2	0	0
อสุภ-	5	5	3	1	0	0
อสุร-	5	5	3	1	0	0
อสุรา	5	5	3	2	0	0
อสุรี	5	5	3	2	0	0
ออกจะ	5	5	4	1	0	0
ออกญา	5	5	4	1	0	0
ออกฝี	5	5	4	1	0	0
ออกรส	5	5	5	0	0	0
ออกไฟ	5	5	4	1	0	0
ออด ๆ	5	4	3	0	0	0
ออนซ์	5	5	4	0	0	1
ออมอด	5	5	5	0	0	0
อะจีน	5	5	3	2	0	0
อะดัก	5	5	3	2	0	0
อะดุง	5	5	3	2	0	0
อะตอม	5	5	4	1	0	0
อะนี้	5	5	2	2	1	0
อะหนะ	5	5	3	2	0	0
อักกะ	5	5	3	2	0	0
อักขะ	5	5	3	2	0	0
อักษร	5	5	4	1	0	0
อักษะ	5	5	3	2	0	0
อักโข	5	5	3	2	0	0
อัคคะ	5	5	3	2	0	0
อัคคิ	5	5	3	2	0	0
อัคคี	5	5	3	2	0	0
อัคนิ	5	5	3	2	0	0
อัคนี	5	5	3	2	0	0
อัคร-	5	5	3	1	0	0
อังกา	5	5	3	2	0	0
อังก์	5	5	3	1	0	1
อังศุ	5	5	3	2	0	0
อังส-	5	5	3	1	0	0
อังสะ	5	5	3	2	0	0
อังสา	5	5	3	2	0	0
อัจจิ	5	5	3	2	0	0
อัจนา	5	5	3	2	0	0
อัชฌา	5	5	3	2	0	0
อัญญะ	5	5	3	2	0	0
อัฏฐ-	5	5	3	1	0	0
อัฏฐะ	5	5	3	2	0	0
อัฏนา	5	5	3	2	0	0
อัฐม-	5	5	3	1	0	0
อัฐมะ	5	5	3	2	0	0
อัฐมี	5	5	3	2	0	0
อัฐศก	5	5	4	1	0	0
อัฐฬส	5	5	4	1	0	0
อัณฑ-	5	5	3	1	0	0
อัณฑะ	5	5	3	2	0	0
อัณณพ	5	5	4	1	0	0
อัดลม	5	5	4	1	0	0
อัดแจ	5	5	3	2	0	0
อัดแอ	5	5	3	2	0	0
อัตตา	5	5	3	2	0	0
อัตถ-	5	5	3	1	0	0
อัตถะ	5	5	3	2	0	0
อัตถ์	5	5	3	1	0	1
อัตรา	5	5	3	2	0	0
อัททา	5	5	3	2	0	0
อัทธ-	5	5	3	1	0	0
อัทธา	5	5	3	2	0	0
อัทธ์	5	5	3	1	0	1
อันดก	5	5	4	1	0	0
อันดร	5	5	4	1	0	0
อันต-	5	5	3	1	0	0
อันตะ	5	5	3	2	0	0
อันทุ	5	5	3	2	0	0
อันธ-	5	5	3	1	0	0
อันนะ	5	5	3	2	0	0
อันนา	5	5	3	2	0	0
อันเต	5	5	3	2	0	0
อันโต	5	5	3	2	0	0
อับจน	5	5	4	1	0	0
อัปกะ	5	5	3	2	0	0
อัปปะ	5	5	3	2	0	0
อัปยศ	5	5	4	1	0	0
อัปสร	5	5	4	1	0	0
อัมพ-	5	5	3	1	0	0
อัมพร	5	5	4	1	0	0
อัมพา	5	5	3	2	0	0
อัมพุ	5	5	3	2	0	0
อัยกะ	5	5	3	2	0	0
อัยกา	5	5	3	2	0	0
อัยกี	5	5	3	2	0	0
อัยยะ	5	5	3	2	0	0
อัศว-	5	5	3	1	0	0
อัษฎ-	5	5	3	1	0	0
อัสดง	5	5	4	1	0	0
อัสดม	5	5	4	1	0	0
อัสดร	5	5	4	1	0	0
อัสนี	5	5	3	2	0	0
อัสสะ	5	5	3	2	0	0
อัสสุ	5	5	3	2	0	0
อากัป	5	5	3	2	0	0
อาการ	5	5	3	2	0	0
อากาศ	5	5	3	2	0	0
อากูล	5	5	3	2	0	0
อาคาร	5	5	3	2	0	0
อาฆาต	5	5	3	2	0	0
อาจอง	5	5	4	1	0	0
อาจาด	5	5	3	2	0	0
อาจาร	5	5	3	2	0	0
อาจิณ	5	5	3	2	0	0
อาชญา	5	5	3	2	0	0
อาชวะ	5	5	3	2	0	0
อาชีพ	5	5	3	2	0	0
อาด ๆ	5	4	2	1	0	0
อาดูร	5	5	3	2	0	0
อาตม-	5	5	3	1	0	0
อาตมา	5	5	3	2	0	0
อาทาน	5	5	3	2	0	0
อาทึก	5	5	3	2	0	0
อาธาน	5	5	3	2	0	0
อาธาร	5	5	3	2	0	0
อานัม	5	5	3	2	0	0
อานิก	5	5	3	2	0	0
อาบัน	5	5	3	2	0	0
อาปณ-	5	5	3	1	0	0
อาปณะ	5	5	3	2	0	0
อาพัด	5	5	3	2	0	0
อาพาธ	5	5	3	2	0	0
อาพิล	5	5	3	2	0	0
อาภัพ	5	5	3	2	0	0
อาภาส	5	5	3	2	0	0
อามัย	5	5	3	2	0	0
อามิษ	5	5	3	2	0	0
อามิส	5	5	3	2	0	0
อายตะ	5	5	3	2	0	0
อายัด	5	5	3	2	0	0
อายัต	5	5	3	2	0	0
อายัน	5	5	3	2	0	0
อายุธ	5	5	3	2	0	0
อายุษ	5	5	3	2	0	0
อารดี	5	5	3	2	0	0
อารติ	5	5	3	2	0	0
อารย-	5	5	3	1	0	0
อารยะ	5	5	3	2	0	0
อารัญ	5	5	3	2	0	0
อาราม	5	5	3	2	0	0
อารุม	5	5	3	2	0	0
อาร์ต	5	5	3	1	0	1
อาร์ม	5	5	3	1	0	1
อาลัย	5	5	3	2	0	0
อาลัว	5	5	3	2	0	0
อาวัล	5	5	3	2	0	0
อาวาส	5	5	3	2	0	0
อาวุต	5	5	3	2	0	0
อาวุธ	5	5	3	2	0	0
อาศรม	5	5	4	1	0	0
อาศัย	5	5	3	2	0	0
อาษาฒ	5	5	3	2	0	0
อาสน-	5	5	3	1	0	0
อาสนะ	5	5	3	2	0	0
อาสน์	5	5	3	1	0	1
อาสัญ	5	5	3	2	0	0
อาสิน	5	5	3	2	0	0
อาสูร	5	5	3	2	0	0
อาหตะ	5	5	3	2	0	0
อาหนี	5	5	3	2	0	0
อาหนู	5	5	3	2	0	0
อาหระ	5	5	3	2	0	0
อาหาร	5	5	3	2	0	0
อาฬหก	5	5	4	1	0	0
อาเทศ	5	5	3	2	0	0
อาเพศ	5	5	3	2	0	0
อาเวค	5	5	3	2	0	0
อาเวศ	5	5	3	2	0	0
อาแสะ	5	5	2	3	0	0
อาโลก	5	5	3	2	0	0
อำนวย	5	5	4	1	0	0
อำนาจ	5	5	3	2	0	0
อำนาถ	5	5	3	2	0	0
อำนิฐ	5	5	3	2	0	0
อำพัน	5	5	3	2	0	0
อำมฤต	5	5	4	2	0	0
อำยวน	5	5	4	1	0	0
อำรุง	5	5	3	2	0	0
อำอวม	5	5	4	1	0	0
อำเภอ	5	5	3	2	0	0
อำแดง	5	5	3	2	0	0
อิงค์	5	5	3	1	0	1
อิงอร	5	5	4	1	0	0
อิจฉา	5	5	3	2	0	0
อิฉัน	5	5	3	2	0	0
อิชยา	5	5	3	2	0	0
อิฏฐ-	5	5	3	1	0	0
อิฐผล	5	5	4	1	0	0
อิตถี	5	5	3	2	0	0
อิทธิ	5	5	3	2	0	0
อินทุ	5	5	3	2	0	0
อินท์	5	5	3	1	0	1
อินัง	5	5	3	2	0	0
อิศวร	5	5	4	1	0	0
อิษฏี	5	5	3	2	0	0
อิษฏ์	5	5	3	1	0	1
อิสร-	5	5	3	1	0	0
อิสระ	5	5	3	2	0	0
อิสสา	5	5	3	2	0	0
อีดอก	5	5	4	1	0	0
อีดูด	5	5	3	2	0	0
อีตัว	5	5	3	2	0	0
อีตาล	5	5	3	2	0	0
อีทุก	5	5	3	2	0	0
อีทุบ	5	5	3	2	0	0
อีนูน	5	5	3	2	0	0
อีลอง	5	5	4	1	0	0
อีศวร	5	5	4	1	0	0
อีสาน	5	5	3	2	0	0
อีหลี	5	5	3	2	0	0
อีเพา	5	5	2	3	0	0
อีแปะ	5	5	2	3	0	0
อีโต้	5	5	2	2	1	0
อีโปง	5	5	3	2	0	0
อีโลง	5	5	3	2	0	0
อึงอล	5	5	4	1	0	0
อึดใจ	5	5	3	2	0	0
อุกกา	5	5	3	2	0	0
อุกลา	5	5	3	2	0	0
อุคระ	5	5	3	2	0	0
อุคห-	5	5	3	1	0	0
อุคหะ	5	5	3	2	0	0
อุจฉุ	5	5	3	2	0	0
อุจาด	5	5	3	2	0	0
อุณห-	5	5	3	1	0	0
อุณหะ	5	5	3	2	0	0
อุดม-	5	5	3	1	0	0
อุตดม	5	5	4	1	0	0
อุตดร	5	5	4	1	0	0
อุตบล	5	5	4	1	0	0
อุตม-	5	5	3	1	0	0
อุตร-	5	5	3	1	0	0
อุตรา	5	5	3	2	0	0
อุตริ	5	5	3	2	0	0
อุทก-	5	5	3	1	0	0
อุทัช	5	5	3	2	0	0
อุทัย	5	5	3	2	0	0
อุทาน	5	5	3	2	0	0
อุทาร	5	5	3	2	0	0
อุทิศ	5	5	3	2	0	0
อุธัจ	5	5	3	2	0	0
อุบาท	5	5	3	2	0	0
อุบาย	5	5	3	2	0	0
อุปทม	5	5	4	1	0	0
อุปธิ	5	5	3	2	0	0
อุปบล	5	5	4	1	0	0
อุปมา	5	5	3	2	0	0
อุปริ	5	5	3	2	0	0
อุภัย	5	5	3	2	0	0
อุรคะ	5	5	3	2	0	0
อุรณะ	5	5	3	2	0	0
อุรพี	5	5	3	2	0	0
อุลิด	5	5	3	2	0	0
อุษณ-	5	5	3	1	0	0
อุษมะ	5	5	3	2	0	0
อุสวะ	5	5	3	2	0	0
อุสุภ	5	5	3	2	0	0
อุสุม	5	5	3	2	0	0
อุหลบ	5	5	4	1	0	0
อุฬาร	5	5	3	2	0	0
อุเทศ	5	5	3	2	0	0
อุแว้	5	5	2	2	1	0
อุโฆษ	5	5	3	2	0	0
อุโลก	5	5	3	2	0	0
อเจลก	5	5	4	1	0	0
อเจละ	5	5	3	2	0	0
อเนก-	5	5	3	1	0	0
อเปหิ	5	5	3	2	0	0
อเวจี	5	5	3	2	0	0
อเสข-	5	5	3	1	0	0
อเสขะ	5	5	3	2	0	0
อโฆษะ	5	5	3	2	0	0
อโนชา	5	5	3	2	0	0
อโลหะ	5	5	3	2	0	0
อโหสิ	5	5	3	2	0	0
เอกชน	5	5	4	1	0	0
เอกบท	5	5	4	1	0	0
เอกภพ	5	5	4	1	0	0
เอกรส	5	5	4	1	0	0
เอกระ	5	5	3	2	0	0
เอกศก	5	5	4	1	0	0
เอกอุ	5	5	3	2	0	0
เอดส์	5	5	3	1	0	1
เอมอร	5	5	4	1	0	0
เอวัง	5	5	3	2	0	0
เอฬกะ	5	5	3	2	0	0
เออออ	5	5	4	1	0	0
เอะอะ	5	5	2	3	0	0
เอะใจ	5	5	2	3	0	0
เอารส	5	5	3	2	0	0
เอาละ	5	5	2	3	0	0
เอาใจ	5	5	2	3	0	0
เอิ้น	5	5	2	2	1	0
เอียง	5	5	3	2	0	0
เอียด	5	5	3	2	0	0
เอียน	5	5	3	2	0	0
เอื้อ	5	5	2	2	1	0
เอือด	5	5	3	2	0	0
เอือน	5	5	3	2	0	0
เอือม	5	5	3	2	0	0
เอ้เต	5	5	2	2	1	0
แอด ๆ	5	4	2	1	0	0
แอบ ๆ	5	4	2	1	0	0
แอร่ม	5	5	3	1	1	0
แอลฟา	5	5	3	2	0	0
แออวย	5	5	4	1	0	0
แออัด	5	5	3	2	0	0
แอโนด	5	5	3	2	0	0
โอกาส	5	5	3	2	0	0
โอฆชล	5	5	4	1	0	0
โอทน-	5	5	3	1	0	0
โอทนะ	5	5	3	2	0	0
โอภาส	5	5	3	2	0	0
โอวาท	5	5	3	2	0	0
โอษฐ-	5	5	3	1	0	0
โอษฐ์	5	5	3	1	0	1
โอสถ-	5	5	3	1	0	0
โอสาน	5	5	3	2	0	0
โอหนอ	5	5	4	1	0	0
โอหัง	5	5	3	2	0	0
โอห์ม	5	5	3	1	0	1
โอฬาร	5	5	3	2	0	0
โอโซน	5	5	3	2	0	0
โอ้โฮ	5	5	2	2	1	0
ไอกรน	5	5	4	1	0	0
ไอตัว	5	5	3	2	0	0
ไอพ่น	5	5	3	1	1	0
ไอพิษ	5	5	3	2	0	0
ไอยรา	5	5	3	2	0	0
ไอออน	5	5	4	1	0	0
ไอแดด	5	5	3	2	0	0
ฮอมดง	5	5	5	0	0	0
ฮะไฮ้	5	5	2	2	1	0
ฮัก ๆ	5	4	2	1	0	0
ฮังเล	5	5	3	2	0	0
ฮัจญี	5	5	3	2	0	0
ฮัจญ์	5	5	3	1	0	1
ฮาป่า	5	5	2	2	1	0
ฮินดู	5	5	3	2	0	0
ฮึย ๆ	5	4	2	1	0	0
ฮือ ๆ	5	4	2	1	0	0
เฮือก	5	5	3	2	0	0
เฮือน	5	5	3	2	0	0
แฮก ๆ	5	4	2	1	0	0
ไฮดรา	5	5	3	2	0	0
ก กา	4	3	2	1	0	0
กกหู	4	4	3	1	0	0
กงสี	4	4	3	1	0	0
กชกร	4	4	4	0	0	0
กฏุก	4	4	3	1	0	0
กฐิน	4	4	3	1	0	0
กดคอ	4	4	4	0	0	0
กทลี	4	4	3	1	0	0
กบทู	4	4	3	1	0	0
กบนา	4	4	3	1	0	0
กบาล	4	4	3	1	0	0
กบิล	4	4	3	1	0	0
กบี่	4	4	2	1	1	0
กบูร	4	4	3	1	0	0
กปณก	4	4	4	0	0	0
กปณา	4	4	3	1	0	0
กมล-	4	4	3	0	0	0
กมลา	4	4	3	1	0	0
กมุท	4	4	3	1	0	0
กรก-	4	4	3	0	0	0
กรกช	4	4	4	0	0	0
กรกฎ	4	4	4	0	0	0
กรกฏ	4	4	4	0	0	0
กรณี	4	4	3	1	0	0
กรร-	4	4	3	0	0	0
กรรณ	4	4	4	0	0	0
กรรม	4	4	4	0	0	0
กรวด	4	4	4	0	0	0
กรวน	4	4	4	0	0	0
กรวบ	4	4	4	0	0	0
กรวม	4	4	4	0	0	0
กรวย	4	4	4	0	0	0
กรอก	4	4	4	0	0	0
กรอง	4	4	4	0	0	0
กรอด	4	4	4	0	0	0
กรอบ	4	4	4	0	0	0
กรอม	4	4	4	0	0	0
กรัก	4	4	3	1	0	0
กรัง	4	4	3	1	0	0
กรัน	4	4	3	1	0	0
กรับ	4	4	3	1	0	0
กรัม	4	4	3	1	0	0
กราก	4	4	3	1	0	0
กราง	4	4	3	1	0	0
กราด	4	4	3	1	0	0
กราน	4	4	3	1	0	0
กราบ	4	4	3	1	0	0
กราฟ	4	4	3	1	0	0
กราม	4	4	3	1	0	0
กราย	4	4	3	1	0	0
กราล	4	4	3	1	0	0
กราว	4	4	3	1	0	0
กริก	4	4	3	1	0	0
กริช	4	4	3	1	0	0
กริน	4	4	3	1	0	0
กริบ	4	4	3	1	0	0
กริม	4	4	3	1	0	0
กริว	4	4	3	1	0	0
กรีด	4	4	3	1	0	0
กรีษ	4	4	3	1	0	0
กรีส	4	4	3	1	0	0
กรึง	4	4	3	1	0	0
กรุก	4	4	3	1	0	0
กรุง	4	4	3	1	0	0
กรุณ	4	4	3	1	0	0
กรุน	4	4	3	1	0	0
กรุบ	4	4	3	1	0	0
กรุย	4	4	3	1	0	0
กรูด	4	4	3	1	0	0
กรูม	4	4	3	1	0	0
กฤด-	4	4	3	1	0	0
กฤดา	4	4	3	2	0	0
กฤดิ	4	4	3	2	0	0
กล่น	4	4	3	0	1	0
กลบท	4	4	4	0	0	0
กลละ	4	4	3	1	0	0
กลวง	4	4	4	0	0	0
กลวม	4	4	4	0	0	0
กล้อ	4	4	3	0	1	0
กลอก	4	4	4	0	0	0
กลอง	4	4	4	0	0	0
กลอน	4	4	4	0	0	0
กลอย	4	4	4	0	0	0
กลัก	4	4	3	1	0	0
กลัง	4	4	3	1	0	0
กลัด	4	4	3	1	0	0
กลับ	4	4	3	1	0	0
กลัว	4	4	3	1	0	0
กลาก	4	4	3	1	0	0
กลาง	4	4	3	1	0	0
กลาด	4	4	3	1	0	0
กลาป	4	4	3	1	0	0
กลาย	4	4	3	1	0	0
กล่ำ	4	4	2	1	1	0
กลีบ	4	4	3	1	0	0
กลึง	4	4	3	1	0	0
กลืน	4	4	3	1	0	0
กลู่	4	4	2	1	1	0
กลูน	4	4	3	1	0	0
กลไก	4	4	3	1	0	0
กลไฟ	4	4	3	1	0	0
กวัก	4	4	3	1	0	0
กวัด	4	4	3	1	0	0
กว่า	4	4	2	1	1	0
กวาง	4	4	3	1	0	0
กวาด	4	4	3	1	0	0
กวาน	4	4	3	1	0	0
กวิน	4	4	3	1	0	0
กษณะ	4	4	3	1	0	0
กษมา	4	4	3	1	0	0
กษัย	4	4	3	1	0	0
กสิ-	4	4	2	1	0	0
กสิณ	4	4	3	1	0	0
ก๊อซ	4	4	3	0	1	0
ก่อน	4	4	3	0	1	0
กอปร	4	4	4	0	0	0
ก้อม	4	4	3	0	1	0
กอแก	4	4	3	1	0	0
กะชะ	4	4	2	2	0	0
กะดง	4	4	3	1	0	0
กะดี	4	4	2	2	0	0
กะทอ	4	4	3	1	0	0
กะทิ	4	4	2	2	0	0
กะบม	4	4	3	1	0	0
กะปะ	4	4	2	2	0	0
กะปิ	4	4	2	2	0	0
กะพง	4	4	3	1	0	0
กะพา	4	4	2	2	0	0
กะมง	4	4	3	1	0	0
กะยุ	4	4	2	2	0	0
กะลอ	4	4	3	1	0	0
กะลา	4	4	2	2	0	0
กะวะ	4	4	2	2	0	0
กะหำ	4	4	2	2	0	0
กะเร	4	4	2	2	0	0
กะแล	4	4	2	2	0	0
กะแอ	4	4	2	2	0	0
กะได	4	4	2	2	0	0
กัษณ	4	4	3	1	0	0
กาก-	4	4	2	1	0	0
กากะ	4	4	2	2	0	0
กากี	4	4	2	2	0	0
ก๊าซ	4	4	2	1	1	0
กานท	4	4	3	1	0	0
กานน	4	4	3	1	0	0
กาบู	4	4	2	2	0	0
กาม-	4	4	2	1	0	0
กามน	4	4	3	1	0	0
กามา	4	4	2	2	0	0
กาย-	4	4	2	1	0	0
การก	4	4	3	1	0	0
กาล-	4	4	2	1	0	0
กาลี	4	4	2	2	0	0
กาษา	4	4	2	2	0	0
กาสร	4	4	3	1	0	0
กาสะ	4	4	2	2	0	0
กาสา	4	4	2	2	0	0
กาหล	4	4	3	1	0	0
กาฬ-	4	4	2	1	0	0
กาแฟ	4	4	2	2	0	0
กาแล	4	4	2	2	0	0
กำจร	4	4	3	1	0	0
กำชำ	4	4	2	2	0	0
กำซำ	4	4	2	2	0	0
กำธร	4	4	3	1	0	0
กำนล	4	4	3	1	0	0
กำบด	4	4	3	1	0	0
กำบน	4	4	3	1	0	0
กำปอ	4	4	3	1	0	0
กำพง	4	4	3	1	0	0
กำพด	4	4	3	1	0	0
กำพต	4	4	3	1	0	0
กำพู	4	4	2	2	0	0
กำภู	4	4	2	2	0	0
กำยำ	4	4	2	2	0	0
กำรอ	4	4	3	1	0	0
กำรู	4	4	2	2	0	0
กำไร	4	4	2	2	0	0
กำไล	4	4	2	2	0	0
กิ่ง	4	4	2	1	1	0
กิจ-	4	4	2	1	0	0
กิ๊บ	4	4	2	1	1	0
กิระ	4	4	2	2	0	0
กิ่ว	4	4	2	1	1	0
กิโล	4	4	2	2	0	0
กีฏ-	4	4	2	1	0	0
กีฬา	4	4	2	2	0	0
กึ๋น	4	4	2	1	1	0
กุกะ	4	4	2	2	0	0
กุ้ง	4	4	2	1	1	0
กุจี	4	4	2	2	0	0
กุฎา	4	4	2	2	0	0
กุฎี	4	4	2	2	0	0
กุฏิ	4	4	2	2	0	0
กุณิ	4	4	2	2	0	0
กุณี	4	4	2	2	0	0
กุดา	4	4	2	2	0	0
กุระ	4	4	2	2	0	0
กุล-	4	4	2	1	0	0
กุลา	4	4	2	2	0	0
กุลี	4	4	2	2	0	0
กุศล	4	4	3	1	0	0
กุสล	4	4	3	1	0	0
กุแล	4	4	2	2	0	0
กู๊ก	4	4	2	1	1	0
กูฏา	4	4	2	2	0	0
กูรำ	4	4	2	2	0	0
กโบร	4	4	3	1	0	0
กโบล	4	4	3	1	0	0
เก็ง	4	4	2	2	0	0
เก็จ	4	4	2	2	0	0
เกชา	4	4	2	2	0	0
เกตุ	4	4	2	2	0	0
เก็บ	4	4	2	2	0	0
เกร่	4	4	2	1	1	0
เกรง	4	4	3	1	0	0
เกรน	4	4	3	1	0	0
เกลศ	4	4	3	1	0	0
เกลอ	4	4	3	1	0	0
เกลา	4	4	2	2	0	0
เกศ-	4	4	2	1	0	0
เกศพ	4	4	3	1	0	0
เกศา	4	4	2	2	0	0
เกศี	4	4	2	2	0	0
เกษม	4	4	3	1	0	0
เกสร	4	4	3	1	0	0
