คำ	นับวรรค	ไม่นับวรรค	พยัญชนะ	สระ	วรรณยุกต์	การันต์
มัสตาร์ด	8	8	5	2	0	1
มาตรแม้น	8	8	5	2	1	0
มาตสรรย์	8	8	6	1	0	1
มาตุภูมิ	8	8	4	4	0	0
มาตุรงค์	8	8	5	2	0	1
มาตุลานี	8	8	4	4	0	0
มาธยมิกะ	8	8	5	3	0	0
มานทะลุน	8	8	5	3	0	0
ม่านเมรุ	8	8	4	3	1	0
มารคอหอย	8	8	7	1	0	0
มารวิชัย	8	8	5	3	0	0
มารสังคม	8	8	6	2	0	0
มารหัวขน	8	8	6	2	0	0
มาลัยมือ	8	8	5	3	0	0
มาลากรรม	8	8	6	2	0	0
มาลาเรีย	8	8	4	4	0	0
มิคลุทกะ	8	8	5	3	0	0
มิคสัญญี	8	8	5	3	0	0
มิคเศียร	8	8	5	3	0	0
มิ่งขวัญ	8	8	5	2	1	0
มิ่งมงคล	8	8	6	1	1	0
มิ่งมิตร	8	8	5	2	1	0
มิ่งเมีย	8	8	4	3	1	0
มิจฉาจาร	8	8	5	3	0	0
มิจฉาชีพ	8	8	5	3	0	0
มิจฉาสติ	8	8	5	3	0	0
มิตรสหาย	8	8	6	2	0	0
มิถุนายน	8	8	5	3	0	0
มิน่าล่ะ	8	8	3	3	2	0
มิ้มเล็ก	8	8	4	3	1	0
มิหนำซ้ำ	8	8	4	3	1	0
มิอย่ารา	8	8	4	3	1	0
มีกิริยา	8	8	4	4	0	0
มีดคว้าน	8	8	5	2	1	0
มีดคอม้า	8	8	5	2	1	0
มีดชายธง	8	8	6	2	0	0
มีดปังตอ	8	8	6	2	0	0
มีดสปริง	8	8	6	2	0	0
มีดสองคม	8	8	7	1	0	0
มีดเสียม	8	8	5	3	0	0
มีดเหน็บ	8	8	5	3	0	0
มีตระกูล	8	8	5	3	0	0
มืดครึ้ม	8	8	5	2	1	0
มือสะอาด	8	8	5	3	0	0
มือหนึ่ง	8	8	5	2	1	0
มือเปล่า	8	8	4	3	1	0
มุกดาหาร	8	8	5	3	0	0
มุขมนตรี	8	8	6	2	0	0
มุ่งมั่น	8	8	4	2	2	0
มุ่งหน้า	8	8	4	2	2	0
มุ่งหมาย	8	8	5	2	1	0
มุ่งหวัง	8	8	5	2	1	0
มุจลินท์	8	8	5	2	0	1
มุนินทร์	8	8	5	2	0	1
มุมหักเห	8	8	5	3	0	0
มูกเลือด	8	8	5	3	0	0
มูลิกากร	8	8	5	3	0	0
มเหสักข์	8	8	5	2	0	1
มโนนุกูล	8	8	5	3	0	0
มโนสาเร่	8	8	4	3	1	0
มโหระทึก	8	8	5	3	0	0
เมฆคลุ้ม	8	8	5	2	1	0
เมฆินทร์	8	8	5	2	0	1
เม็ดพราย	8	8	5	3	0	0
เม็ดมะยม	8	8	5	3	0	0
เม็ดสาคู	8	8	4	4	0	0
เม็ดเงิน	8	8	4	4	0	0
เม่นทะเล	8	8	4	3	1	0
เมาคลื่น	8	8	4	3	1	0
เมาอำนาจ	8	8	4	4	0	0
เม้าเค้า	8	8	2	4	2	0
เมียงมอง	8	8	6	2	0	0
เมียน้อย	8	8	5	2	1	0
เมียหลวง	8	8	6	2	0	0
เมื่อกี้	8	8	3	3	2	0
เมืองท่า	8	8	4	3	1	0
เมืองนอก	8	8	6	2	0	0
เมืองออก	8	8	6	2	0	0
เมื่อยขบ	8	8	5	2	1	0
แม่กระได	8	8	4	3	1	0
แม่กุญแจ	8	8	4	3	1	0
แมงกานิน	8	8	5	3	0	0
แมงกานีส	8	8	5	3	0	0
แมงดาจาน	8	8	5	3	0	0
แม่งม้าง	8	8	4	2	2	0
แม่ตะงาว	8	8	4	3	1	0
แม่บันได	8	8	4	3	1	0
แม่พิมพ์	8	8	4	2	1	1
แมลงช้าง	8	8	5	2	1	0
แมลงดานา	8	8	5	3	0	0
แมลงเม่า	8	8	4	3	1	0
แม่หินบด	8	8	5	2	1	0
แม่เตาไฟ	8	8	3	4	1	0
แม่เบี้ย	8	8	3	3	2	0
แม่เรือน	8	8	4	3	1	0
แม่เหล็ก	8	8	4	3	1	0
โมกเครือ	8	8	5	3	0	0
โมฆสัญญา	8	8	5	3	0	0
โมงครุ่ม	8	8	5	2	1	0
โม่งโค่ง	8	8	4	2	2	0
ไม้กระดก	8	8	5	2	1	0
ไม้ขีดไฟ	8	8	4	3	1	0
ไม้คมแฝก	8	8	5	2	1	0
ไม้คอสอง	8	8	6	1	1	0
ไม้จัตวา	8	8	4	3	1	0
ไม้นอกกอ	8	8	6	1	1	0
ไม้ฝนทอง	8	8	6	1	1	0
ไม้ระแนง	8	8	4	3	1	0
ไม้สะดึง	8	8	4	3	1	0
ไม้สีฟัน	8	8	4	3	1	0
ไม้เพดาน	8	8	4	3	1	0
ไม้เรียว	8	8	4	3	1	0
ไม้แคะหู	8	8	3	4	1	0
ไมโครเวฟ	8	8	5	3	0	0
ไมโครโฟน	8	8	5	3	0	0
ยติภังค์	8	8	5	2	0	1
ย็อกแย็ก	8	8	5	3	0	0
ย่องกริบ	8	8	6	1	1	0
ย่องแย่ง	8	8	5	1	2	0
ยอดสร้อย	8	8	7	0	1	0
ย้อนหลัง	8	8	6	1	1	0
ย่อยข่าว	8	8	5	1	2	0
ย่อหย่อน	8	8	6	0	2	0
ยักเพรีย	8	8	5	3	0	0
ยังกาหลา	8	8	5	3	0	0
ยัญญังค์	8	8	5	2	0	1
ยัดข้อหา	8	8	5	2	1	0
ยัดทะนาน	8	8	5	3	0	0
ยัดเยียด	8	8	5	3	0	0
ยั่นตะนี	8	8	4	3	1	0
ยัวรยาตร	8	8	6	2	0	0
ยั่วเย้า	8	8	3	3	2	0
ยากันยุง	8	8	5	3	0	0
ย่างกราย	8	8	5	2	1	0
ย่างทราย	8	8	5	2	1	0
ยางมะตอย	8	8	6	2	0	0
ยางมะตูม	8	8	5	3	0	0
ย่างเท้า	8	8	3	3	2	0
ย่านซื่อ	8	8	4	2	2	0
ย่านทราย	8	8	5	2	1	0
ยานพาหนะ	8	8	5	3	0	0
ยานอวกาศ	8	8	6	2	0	0
ยานัตถุ์	8	8	4	3	0	1
ยานเกราะ	8	8	4	4	0	0
ยามกาลิก	8	8	5	3	0	0
ยามสามตา	8	8	5	3	0	0
ยามักการ	8	8	5	3	0	0
ยาวกาลิก	8	8	5	3	0	0
ยาวชีวิก	8	8	5	3	0	0
ยาสุมหัว	8	8	5	3	0	0
ยาเคี้ยว	8	8	4	3	1	0
ยาเสพติด	8	8	5	3	0	0
ยาเหลือง	8	8	5	3	0	0
ย่ำสนธยา	8	8	5	2	1	0
ย่ำเทือก	8	8	4	3	1	0
ยิ่งใหญ่	8	8	4	2	2	0
ยิ้มค้าง	8	8	4	2	2	0
ยิ้มย่อง	8	8	5	1	2	0
ยิ้มละไม	8	8	4	3	1	0
ยิ้มเก้อ	8	8	4	2	2	0
ยิ้มเผล่	8	8	4	2	2	0
ยิ้มเยาะ	8	8	3	4	1	0
ยิ้มแฉ่ง	8	8	4	2	2	0
ยิ้มแป้น	8	8	4	2	2	0
ยิ้มแย้ม	8	8	4	2	2	0
ยิ้มแสยะ	8	8	4	3	1	0
ยิ้มแห้ง	8	8	4	2	2	0
ยี่สกทอง	8	8	6	1	1	0
ยึดอำนาจ	8	8	5	3	0	0
ยืดหยุ่น	8	8	5	2	1	0
ยืดเยื้อ	8	8	4	3	1	0
ยื่นจมูก	8	8	5	2	1	0
ยุ่งยิ่ง	8	8	4	2	2	0
ยุ่งสมอง	8	8	6	1	1	0
ยุติธรรม	8	8	6	2	0	0
ยุทธนาวี	8	8	5	3	0	0
ยุทธภูมิ	8	8	5	3	0	0
ยุทธวิธี	8	8	5	3	0	0
ยุทธโยธา	8	8	5	3	0	0
ยุพเยาว์	8	8	4	3	0	1
ยุ่มย่าม	8	8	4	2	2	0
เย็นชื่น	8	8	4	3	1	0
เย็นตาโฟ	8	8	4	4	0	0
เย็บจักร	8	8	5	3	0	0
เย็บด้าย	8	8	4	3	1	0
เย็บเล่ม	8	8	4	3	1	0
เยภุยนัย	8	8	5	3	0	0
เย้ยหยัน	8	8	5	2	1	0
เยาวพาณี	8	8	4	4	0	0
เย้าหยอก	8	8	5	2	1	0
เยาะเย้ย	8	8	3	4	1	0
เยียดยัด	8	8	5	3	0	0
เยียมั่ง	8	8	4	3	1	0
เยียรบับ	8	8	5	3	0	0
เยียใหญ่	8	8	4	3	1	0
เยื่อเคย	8	8	4	3	1	0
แย้มพราย	8	8	5	2	1	0
แย้มยิ้ม	8	8	4	2	2	0
แย้มสรวล	8	8	6	1	1	0
โยคจักษุ	8	8	5	3	0	0
โยคนิทรา	8	8	5	3	0	0
โยคเกณฑ์	8	8	5	2	0	1
โย่งเย่ง	8	8	4	2	2	0
โยธวาทิต	8	8	5	3	0	0
รกเรี้ยว	8	8	5	2	1	0
รงควัตถุ	8	8	6	2	0	0
รถตุ๊ก ๆ	8	7	4	1	1	0
รถบรรทุก	8	8	7	1	0	0
รถประทุน	8	8	6	2	0	0
รถปุงควะ	8	8	6	2	0	0
รถพยาบาล	8	8	6	2	0	0
รถสปอร์ต	8	8	7	0	0	1
รถสองล้อ	8	8	7	0	1	0
รถสองแถว	8	8	7	1	0	0
รถสามล้อ	8	8	6	1	1	0
รถสิบล้อ	8	8	6	1	1	0
รถเสบียง	8	8	6	2	0	0
รถไต่ถัง	8	8	5	2	1	0
รถไฟเล็ก	8	8	5	3	0	0
ร่มชูชีพ	8	8	5	2	1	0
ร่มเกล้า	8	8	4	2	2	0
ร่วงรุ้ง	8	8	5	1	2	0
รวดเดียว	8	8	6	2	0	0
รวบอำนาจ	8	8	6	2	0	0
ร่วมท้อง	8	8	6	0	2	0
ร่วมวงศ์	8	8	6	0	1	1
ร่วมสมัย	8	8	6	1	1	0
ร่วมอุทร	8	8	6	1	1	0
รสสุคนธ์	8	8	6	1	0	1
รสายนเวท	8	8	6	2	0	0
ร้องงอแง	8	8	6	1	1	0
ร้องฎีกา	8	8	5	2	1	0
ร่องส่วย	8	8	6	0	2	0
ร้องเพลง	8	8	6	1	1	0
ร้องเรือ	8	8	5	2	1	0
ร่องแร่ง	8	8	5	1	2	0
รอดชีวิต	8	8	6	2	0	0
ร่อนร่อน	8	8	6	0	2	0
ร้อนรุ่ม	8	8	5	1	2	0
ร้อนวิชา	8	8	5	2	1	0
รอนสิทธิ	8	8	6	2	0	0
รอบเดือน	8	8	6	2	0	0
ร้อยกรอง	8	8	7	0	1	0
ร้อยชั่ง	8	8	5	1	2	0
ร้อยลิ้น	8	8	5	1	2	0
ร้อยหวาย	8	8	6	1	1	0
ร้อยเอ็ด	8	8	5	2	1	0
ร้อยแก้ว	8	8	5	1	2	0
ระงับพิษ	8	8	5	3	0	0
ระนาดทอง	8	8	6	2	0	0
ระนาดเอก	8	8	5	3	0	0
ระบมบาตร	8	8	6	2	0	0
ระวังวัน	8	8	5	3	0	0
ระวังไพร	8	8	5	3	0	0
ระสะเก็ด	8	8	4	4	0	0
ระอมระอา	8	8	5	3	0	0
ระเรื่อย	8	8	4	3	1	0
ระเหระหน	8	8	5	3	0	0
ระโงกหิน	8	8	5	3	0	0
รักตีลาย	8	8	5	3	0	0
รักษาการ	8	8	5	3	0	0
รักษาตัว	8	8	5	3	0	0
รักษาศีล	8	8	5	3	0	0
รั้งท้าย	8	8	4	2	2	0
รังปืนกล	8	8	6	2	0	0
รังรักษ์	8	8	5	2	0	1
รังสรรค์	8	8	6	1	0	1
รังสฤษฏ์	8	8	6	2	0	1
รังเกียจ	8	8	5	3	0	0
รังเพลิง	8	8	5	3	0	0
รัชทายาท	8	8	5	3	0	0
รัฐกันชน	8	8	6	2	0	0
รัฐบุรุษ	8	8	5	3	0	0
รัฐมนตรี	8	8	6	2	0	0
รัดประคด	8	8	6	2	0	0
รัดประคน	8	8	6	2	0	0
รัดเกล้า	8	8	4	3	1	0
รัตกัมพล	8	8	6	2	0	0
รัตตัญญู	8	8	5	3	0	0
รัตติกาล	8	8	5	3	0	0
รัตนชาติ	8	8	5	3	0	0
รัตนตรัย	8	8	6	2	0	0
รัตนาวลี	8	8	5	3	0	0
รับสมัคร	8	8	6	2	0	0
รับหมั้น	8	8	5	2	1	0
รับเสด็จ	8	8	5	3	0	0
รั้วก่าย	8	8	4	2	2	0
รัศมิมัต	8	8	5	3	0	0
รัศมิมาน	8	8	5	3	0	0
รากกล้วย	8	8	6	1	1	0
รากศัพท์	8	8	5	2	0	1
รากอากาศ	8	8	5	3	0	0
รากเลือด	8	8	5	3	0	0
รากเหง้า	8	8	4	3	1	0
ราคาตลาด	8	8	5	3	0	0
ร่างร้าน	8	8	4	2	2	0
ราชทัณฑ์	8	8	5	2	0	1
ราชนิกุล	8	8	5	3	0	0
ราชบุรุษ	8	8	5	3	0	0
ราชปะแตน	8	8	5	3	0	0
ราชพฤกษ์	8	8	6	2	0	1
ราชสาส์น	8	8	5	2	0	1
ราชายตนะ	8	8	5	3	0	0
ราชาฤกษ์	8	8	5	3	0	1
ราชูปโภค	8	8	5	3	0	0
ราชโทรหะ	8	8	5	3	0	0
ราบเรียบ	8	8	5	3	0	0
ราพณาสูร	8	8	5	3	0	0
ร่ายดั้น	8	8	4	2	2	0
ร้าวระทม	8	8	5	2	1	0
ร้าวระบม	8	8	5	2	1	0
ราวเทียน	8	8	5	3	0	0
ราษราตรี	8	8	5	3	0	0
ราเชนทร์	8	8	5	2	0	1
ราโชงการ	8	8	5	3	0	0
ราโชปโภค	8	8	5	3	0	0
รำลาวแพน	8	8	5	3	0	0
ร่ำเรียน	8	8	4	3	1	0
ริดสีดวง	8	8	6	2	0	0
ริมฝีปาก	8	8	5	3	0	0
รีดักชัน	8	8	5	3	0	0
รื่นรมย์	8	8	5	1	1	1
รื่นเริง	8	8	4	3	1	0
รื้อฟื้น	8	8	4	2	2	0
รื้อร่าย	8	8	4	2	2	0
รุกขชาติ	8	8	5	3	0	0
รุกเงียบ	8	8	5	3	0	0
รุ่งขึ้น	8	8	4	2	2	0
รุ้งพราย	8	8	5	2	1	0
รุ้งร่วง	8	8	5	1	2	0
รุ่งริ่ง	8	8	4	2	2	0
รุ่งอรุณ	8	8	5	2	1	0
รุ่งเช้า	8	8	3	3	2	0
รุ่งแจ้ง	8	8	4	2	2	0
รุ่นตะกอ	8	8	5	2	1	0
รุ่มร้อน	8	8	5	1	2	0
รุ่มร่าม	8	8	4	2	2	0
รุ่ยร่าย	8	8	4	2	2	0
รู้ถึงหู	8	8	4	3	1	0
รูปการณ์	8	8	5	2	0	1
รู้สำนึก	8	8	4	3	1	0
รูเล็ตต์	8	8	4	3	0	1
เรขาคณิต	8	8	5	3	0	0
เร่งด่วน	8	8	5	1	2	0
เร่งร่าย	8	8	4	2	2	0
เร่งเงิน	8	8	4	3	1	0
เร่งเร้า	8	8	3	3	2	0
เร่าร้อน	8	8	4	2	2	0
เริงรมย์	8	8	5	2	0	1
เริดร้าง	8	8	4	3	1	0
เริ่มต้น	8	8	4	2	2	0
เริ่มแรก	8	8	4	3	1	0
เริศร้าง	8	8	4	3	1	0
เรียกคืน	8	8	5	3	0	0
เรียกตัว	8	8	5	3	0	0
เรียงตัว	8	8	5	3	0	0
เรียงรัน	8	8	5	3	0	0
เรียงราย	8	8	5	3	0	0
เรียนรู้	8	8	4	3	1	0
เรียนลัด	8	8	5	3	0	0
เรียบวุธ	8	8	5	3	0	0
เรี่ยราด	8	8	4	3	1	0
เรี่ยราย	8	8	4	3	1	0
เรี้ยวรก	8	8	5	2	1	0
เรียวไผ่	8	8	4	3	1	0
เรือกราบ	8	8	5	3	0	0
เรือกลอง	8	8	6	2	0	0
เรือกลไฟ	8	8	5	3	0	0
เรือกสวน	8	8	6	2	0	0
เรือขนาน	8	8	5	3	0	0
เรืองนาม	8	8	5	3	0	0
เรืองรอง	8	8	6	2	0	0
เรืองแสง	8	8	5	3	0	0
เรือจ้าง	8	8	4	3	1	0
เรือฉลอม	8	8	6	2	0	0
เรือดั้ง	8	8	4	3	1	0
เรือดไม้	8	8	4	3	1	0
เรือนยอด	8	8	6	2	0	0
เรือนแฝด	8	8	5	3	0	0
เรือบื๋อ	8	8	4	3	1	0
เรือป๊าบ	8	8	4	3	1	0
เรือพ่วง	8	8	5	2	1	0
เรือม่วง	8	8	5	2	1	0
เรื่อย ๆ	8	7	3	2	1	0
เรือยนต์	8	8	5	2	0	1
เรื้อรัง	8	8	4	3	1	0
เรือหลวง	8	8	6	2	0	0
เรือเข็ม	8	8	4	4	0	0
เรือเท้ง	8	8	4	3	1	0
เรือเป็ด	8	8	4	4	0	0
เรือเมล์	8	8	4	3	0	1
เรือแหวด	8	8	5	3	0	0
เรือโกลน	8	8	5	3	0	0
เรือโป๊ะ	8	8	3	4	1	0
แรกเริ่ม	8	8	4	3	1	0
แร่งริ้ว	8	8	4	2	2	0
แรงเทียน	8	8	5	3	0	0
แร้นแค้น	8	8	4	2	2	0
โรคนิทาน	8	8	5	3	0	0
โรคศิลปะ	8	8	5	3	0	0
โรงพิมพ์	8	8	5	2	0	1
โรงมหรสพ	8	8	7	1	0	0
โรงอาหาร	8	8	5	3	0	0
โรงเรียน	8	8	5	3	0	0
โรงเรือน	8	8	5	3	0	0
ไรน้ำจืด	8	8	4	3	1	0
ฤกษ์ล่าง	8	8	5	2	1	1
ลฆุโภชน์	8	8	5	2	0	1
